Province;District;Commune;Village;ភេទ បង្ហាញលើUSerFroms;;គំរូID
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំគោកបល្ល័ង្គ;ភូមិប្រឡាយជ្រៃ;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំគោកបល្ល័ង្គ;ភូមិជើងចាប;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំគោកបល្ល័ង្គ;ភូមិផាត់សណ្ដោង;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំគោកបល្ល័ង្គ;ភូមិចារថ្មី;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំគោកបល្ល័ង្គ;ភូមិផ្អាវថ្មី;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំគោកបល្ល័ង្គ;ភូមិតាសល់;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំគយម៉ែង;ភូមិគយម៉ែង;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំគយម៉ែង;ភូមិស្ដីលើ;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំគយម៉ែង;ភូមិផ្លូវសៀម;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំគយម៉ែង;ភូមិតានង;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំគយម៉ែង;ភូមិអង្ករខ្មៅ;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំគយម៉ែង;ភូមិកសាងថ្មី;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំគយម៉ែង;ភូមិស្ទឹងចាស់;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំគយម៉ែង;ភូមិស្ដីក្រោម;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំអូរប្រាសាទ;ភូមិភ្នំធំត្បូង;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំអូរប្រាសាទ;ភូមិភ្នំប្រាសាទ;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំអូរប្រាសាទ;ភូមិភ្នំធំជើង;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំអូរប្រាសាទ;ភូមិចំការលោក;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំអូរប្រាសាទ;ភូមិភ្នំធំថ្មី;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំអូរប្រាសាទ;ភូមិអន្លង់ស្ដី;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំអូរប្រាសាទ;ភូមិគោកធ្លង់កើត;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំអូរប្រាសាទ;ភូមិគោកធ្លង់កណ្ដាល;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំអូរប្រាសាទ;ភូមិអូរស្ងួត;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំអូរប្រាសាទ;ភូមិអូរប្រាសាទ;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំអូរប្រាសាទ;ភូមិគោកអំពិល;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំអូរប្រាសាទ;ភូមិរ៉ាចំការចេក;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំអូរប្រាសាទ;ភូមិពោធិ៍រៀង;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំអូរប្រាសាទ;ភូមិរូងក្របៅ;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំភ្នំតូច;ភូមិភ្នំតូចត្បូង;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំភ្នំតូច;ភូមិភ្នំតូចជើង;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំភ្នំតូច;ភូមិថ្នល់បត់;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំភ្នំតូច;ភូមិអូរញរ;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំភ្នំតូច;ភូមិបឹងត្រស់;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំភ្នំតូច;ភូមិមនោរម្យ;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំភ្នំតូច;ភូមិប៉ោយតាសេក;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំភ្នំតូច;ភូមិព្រៃទទឹង;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំភ្នំតូច;ភូមិបឹងរាំង;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំភ្នំតូច;ភូមិវត្ដថ្មី;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំរហាត់ទឹក;ភូមិពោធិ៍ពីរដើម;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំរហាត់ទឹក;ភូមិរហាត់ទឹក;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំរហាត់ទឹក;ភូមិថ្នល់បត់;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំរហាត់ទឹក;ភូមិក្រមល់;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំរហាត់ទឹក;ភូមិខ្ទុំជ្រុំ;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំរហាត់ទឹក;ភូមិចកលិច;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំរហាត់ទឹក;ភូមិដូនមូល;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំរហាត់ទឹក;ភូមិព្រែកសំរោង;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំរហាត់ទឹក;ភូមិអូរដង្កោ;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំរហាត់ទឹក;ភូមិចំការចេក;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំរហាត់ទឹក;ភូមិអូរជួប;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំរហាត់ទឹក;ភូមិកស្វាយ;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំរហាត់ទឹក;ភូមិចកកើត;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំឫស្សីក្រោក;ភូមិអញ្ចាញ;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំឫស្សីក្រោក;ភូមិនាងកេត;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំឫស្សីក្រោក;ភូមិព្រែករពៅ;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំឫស្សីក្រោក;ភូមិសាលាដែង;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំឫស្សីក្រោក;ភូមិសំរោង;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំឫស្សីក្រោក;ភូមិអន្លង់មានទ្រព្យ;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំឫស្សីក្រោក;ភូមិចំការតាដោក;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំឫស្សីក្រោក;ភូមិប្រទ្បាយហ្លួងក្រោម;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំឫស្សីក្រោក;ភូមិហ្លួង;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំឫស្សីក្រោក;ភូមិអូរតាគល់;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំឫស្សីក្រោក;ភូមិប្រទ្បាយហ្លួងលើ;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំឫស្សីក្រោក;ភូមិគោកស្វាយ;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំឫស្សីក្រោក;ភូមិអូរតាម៉ា;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំឫស្សីក្រោក;ភូមិកោះកែវ;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំឫស្សីក្រោក;ភូមិផាស៊ីស្រា;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំឫស្សីក្រោក;ភូមិឫស្សីក្រោក;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំឫស្សីក្រោក;ភូមិជំទាវ;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំសំបួរ;ភូមិឆ្នើមមាស;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំសំបួរ;ភូមិស្រណាល;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំសំបួរ;ភូមិឡ;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំសំបួរ;ភូមិតាមែងពក;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំសំបួរ;ភូមិសំបួរ;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំសំបួរ;ភូមិដូនឡឹក;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំសំបួរ;ភូមិក្បាលក្របី;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំសំបួរ;ភូមិស្រះឈូក;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំសំបួរ;ភូមិស្រែព្រៃ;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំសំបួរ;ភូមិចែកអង្ករ;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំសំបួរ;ភូមិថ្មដប់;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំសឿ;ភូមិតាម៉ៅ;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំសឿ;ភូមិអន្សមចេក;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំសឿ;ភូមិត្នោត;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំសឿ;ភូមិបួរ;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំសឿ;ភូមិបុស្សឡោក;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំសឿ;ភូមិសឿ;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំសឿ;ភូមិបឹងតូច;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំសឿ;ភូមិផ្លូវដំរីលើ;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំសឿ;ភូមិផ្លូវដំរីក្រោម;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំសឿ;ភូមិអូរសឿ;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំសឿ;ភូមិគោកសំរោង;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំសឿ;ភូមិបល្ល័ង្គជ្រៃ;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំសឿ;ភូមិអូរជួបថ្មី;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំស្រះរាំង;ភូមិតាអ៊ិន១;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំស្រះរាំង;ភូមិតាអ៊ិន២;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំស្រះរាំង;ភូមិក្រូច;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំស្រះរាំង;ភូមិចំការចេក;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំស្រះរាំង;ភូមិស្រះរាំង;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំស្រះរាំង;ភូមិតាចាន់;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំស្រះរាំង;ភូមិគោកស្រុក;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំស្រះរាំង;ភូមិគោកច្រាប;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំស្រះរាំង;ភូមិគោកក្រសាំង;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំតាឡំ;ភូមិព្រះស្រែ;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំតាឡំ;ភូមិតាឡំកណ្ដាល;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំតាឡំ;ភូមិតាឡំចុង;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំតាឡំ;ភូមិបឹងឃ្លាំងលិច;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំតាឡំ;ភូមិចុងគោក;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំតាឡំ;ភូមិបឹងឃ្លាំងកើត;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំតាឡំ;ភូមិខ្លាខាំឆ្កែ;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកមង្គលបូរី;ឃុំតាឡំ;ភូមិបឹងវែង;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកភ្នំស្រុក;ឃុំណាំតៅ;ភូមិរង្វាន;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកភ្នំស្រុក;ឃុំណាំតៅ;ភូមិថ្មីខាងត្បូង;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកភ្នំស្រុក;ឃុំណាំតៅ;ភូមិថ្មីខាងជើង;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកភ្នំស្រុក;ឃុំណាំតៅ;ភូមិគោកយាង;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកភ្នំស្រុក;ឃុំណាំតៅ;ភូមិគោកចាស់;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកភ្នំស្រុក;ឃុំណាំតៅ;ភូមិច្រាប;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកភ្នំស្រុក;ឃុំណាំតៅ;ភូមិកន្ទួត;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកភ្នំស្រុក;ឃុំណាំតៅ;ភូមិណាំតៅ;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកភ្នំស្រុក;ឃុំណាំតៅ;ភូមិពង្រ;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកភ្នំស្រុក;ឃុំណាំតៅ;ភូមិសំរោង;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកភ្នំស្រុក;ឃុំណាំតៅ;ភូមិក្នាំង;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកភ្នំស្រុក;ឃុំណាំតៅ;ភូមិធ្នង់ខាងត្បូង;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកភ្នំស្រុក;ឃុំណាំតៅ;ភូមិធ្នង់ខាងជើង;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកភ្នំស្រុក;ឃុំណាំតៅ;ភូមិស្លែង;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកភ្នំស្រុក;ឃុំណាំតៅ;ភូមិតាគង់;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកភ្នំស្រុក;ឃុំណាំតៅ;ភូមិយាងឧត្ដម;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកភ្នំស្រុក;ឃុំណាំតៅ;ភូមិអំពិលកោង;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកភ្នំស្រុក;ឃុំណាំតៅ;ភូមិកុងសៀម;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកភ្នំស្រុក;ឃុំប៉ោយចារ;ភូមិប៉ោយស្នួល;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកភ្នំស្រុក;ឃុំប៉ោយចារ;ភូមិប៉ោយចារ;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកភ្នំស្រុក;ឃុំប៉ោយចារ;ភូមិត្រពាំងថ្មត្បូង;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកភ្នំស្រុក;ឃុំប៉ោយចារ;ភូមិត្រពាំងថ្មជើង;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកភ្នំស្រុក;ឃុំប៉ោយចារ;ភូមិត្រពាំងថ្មកណ្ដាល;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកភ្នំស្រុក;ឃុំប៉ោយចារ;ភូមិប៉ោយតាអុង;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកភ្នំស្រុក;ឃុំប៉ោយចារ;ភូមិសំបួរ;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកភ្នំស្រុក;ឃុំប៉ោយចារ;ភូមិពង្រ;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកភ្នំស្រុក;ឃុំប៉ោយចារ;ភូមិកូនខ្លែង;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកភ្នំស្រុក;ឃុំប៉ោយចារ;ភូមិព្រះអណ្តូង;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកភ្នំស្រុក;ឃុំពន្លៃ;ភូមិតាវង;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកភ្នំស្រុក;ឃុំពន្លៃ;ភូមិពន្លៃ;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកភ្នំស្រុក;ឃុំពន្លៃ;ភូមិស្វាយស;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកភ្នំស្រុក;ឃុំពន្លៃ;ភូមិស្វាយខ្មៅ;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកភ្នំស្រុក;ឃុំពន្លៃ;ភូមិគោគតាសុខ;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកភ្នំស្រុក;ឃុំពន្លៃ;ភូមិពោធិ៍រាំបុណ្យ;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកភ្នំស្រុក;ឃុំស្ពានស្រែង;ភូមិរោគ;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកភ្នំស្រុក;ឃុំស្ពានស្រែង;ភូមិមុខឈ្នាង;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកភ្នំស្រុក;ឃុំស្ពានស្រែង;ភូមិស្ពាន;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកភ្នំស្រុក;ឃុំស្ពានស្រែង;ភូមិគោកចារ;;;
ខេត្តបន្ទាយមានជ័យ;ស្រុកភ្នំស្រុក;ឃុំស្ពានស្រែង;ភូមិកណ្ដាល;;;
